polaridad,subjetividad,sentimiento,word_count
-0.4939,1.0,neu,5
0.3182,0.5166666666666667,neu,18
-0.8176,0.1,neg,15
0.4939,1.0,neu,11
-0.935,0.2916666666666667,neg,27
-0.6369,0.6666666666666666,neg,18
-0.2766,0.8624999999999999,neu,13
-0.1531,0.9,neu,6
-0.8725,0.75,neg,26
0.25,0.0,neu,14
-0.5719,0.9,neg,14
-0.5106,0.0,neg,3
0.0,0.95,neu,7
0.128,0.8666666666666667,neu,11
-0.2263,0.0,neu,6
0.2263,0.7,neu,18
-0.5017,0.6799999999999999,neg,15
-0.8689,0.8333333333333334,neg,23
-0.2263,1.0,neu,14
-0.5574,0.6000000000000001,neg,12
-0.9421,0.8500000000000001,neg,19
